"Occupation","N","TEA_rate","Agency_Beta","Agency_SE","Agency_Pval","Significant"
4,2850,3.84428223844282,1.40558859407215,0.369265289760423,0.0001409777337507,"***"
6,6630,5.07283633247644,0.964698817959186,0.169802813880669,1.33683553011219e-08,"***"
5,7309,2.579060485109,0.749368986005521,0.227235522199657,0.000974582214579344,"***"
2,6027,7.56880733944954,0.602749197795825,0.157611489808036,0.000131159087919636,"***"
1,23319,18.8465636654235,0.566612956894621,0.0529065823722905,9.16708589861825e-27,"***"
3,1046,4.38247011952191,0.124415942259761,0.787318839467634,0.874437216519086,""
