year,n,tea_rate,mean_agency,pct_female,mean_age
2017,48474,12.220984445269629,0.22000628140703518,47.48318686306061,24.18999876222305
2018,44606,13.276240864457698,0.22667020148462355,47.533964040712014,24.201094023225576
2019,43819,14.486866427805289,0.48719733448960495,48.49266300006846,24.277642118715626
